,keyword,comments,polarity
0,service,"Worst services, for same issue have to raise 10 tickets and issue is still not resolved.",-0.5
0,service,"World third class service by TATA, you people only ruining name of MR. RATAN TATA. everytime we have to send lots of reminder to solve the matter than after 2 -3 month you solve the problem. Why this, if your staff is incompetence-able than fire them and hire new.",0.04545454545454545
0,service,You won't see me again on this sub standard platform and service.,0.0
0,service,Worst service,-1.0
0,service,The customer care didnâ€™t know the problem and neither he tried to understand. My issue is still unresolved. Poor customer service.,-0.4
0,service,Very very bad . Totally disappointed qik loan service. Not properly,-0.5533333333333332
0,service,No one took cognizance of my concern. Pathetic service,-1.0
0,service,Very bad customer service team. Even after two months no resolution provided.,-0.9099999999999998
0,service,I raised a concern it's been more than 48 hrs no resolution provided still my ticket got closed Pathetic experience with Tata neu customer care I won't recommend any one to use this service,-0.19999999999999998
0,service,Poor service .10 days still no refund done. Still not processed. No body responded and no proper response,-0.2
0,service,"No resolution date was given by the executive, who just mentioned that tier changes are currently unavailable due to system upgrades. Without any prior notice, Tata DOWNGRADED my innercircle membership from gold tier to copper tier, which btw was valid till 31st December, 2022. And now Iâ€™m unable to use my gold tier to make any hotel reservations. Totally pathetic level of service. Based on this experience alone, Iâ€™m going to recommend my friends and family to stay at other 5 star hotel chains, instead of Taj. Also stop rating yourselves 5 star if you canâ€™t even provide that basic level of service.",-0.25
0,service,Okay service,0.5
0,service,"few days ago i was facing an error for payment related services and i also emailed to customer support for detailed explanation, but didn't received any answer yet .",0.06666666666666667
0,service,This is frustrating when you approve a limit and we are getting payment failed. Worst first time experience with tata Neu Pathetic service.,-0.53
0,service,Excellent performance and immediate reaction n solution Thanq for your excellent service,1.0
0,service,Very worst service i think lack of knowledge in your customer representative,-1.0
0,service,Very bad service from customer care end.,-0.9099999999999998
0,service,I don't recommend using tata neu app. Customer service is too bad.,-0.6999999999999998
0,service,I had reached out to help centre with a query regards to BB billing. I had incorrectly put in a wrong CVV No. & hence my payment failed. i was keen to pay prior to delivery by Credit card instead of COD & wanted to clarify if that was possible by way of a new payment link . The response on the message service was slow. wait time to connect was acceptable ( within a minute ) but therefafter responses to the two & froo conversation was very slow. I felt the agent had put me on hold ( although possibly he was checking my billing) . Also my query was not suitably responded & the agent disconnected without taking my approval. I had to reach out again to another agent the 2nd agent suitably addressed my query. Recommendation : the agent should explicitly wait for a confirmation from the customer whether he has any other queries before disconnecting. Also why cant a customer make payment again by CC online if the first attempt has failed .,-0.1181168831168831
0,service,The ticket was closed without resolving. Wen I ping to customer care aft 72 hrs they simply saying that old ticket s closed pls follow with new one and wait for another 72 hrs. Totally dissatisfied with the third person who assisted. As ex employee of TCs I thought there a some bug in processing Neu coins reversals in the exchange orders. Thatâ€™s y I raised complaint. Am not gonna buy car with tht 20 neu coins. Fix ur buggy codes n train ur customer service agents properly n say they should not close ticket without resolving.,-0.029292929292929298
